Ss/list order:,words,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,57a,58a,59a,60a,61a,62a,63a,64a,65a,12b,13b,14b,15b,16b,17b,18b,19b,20b,21b,44b,46b,47b,48b,50b,52b,53b,54b,55b,56b,22c,23c,25c,26c,27c,28c,29c,30c,31c,32c,66c,67c,69c,70c,71c,72c,73c,74c,75c,76c,33d,34d,35d,36d,37d,38d,39d,40d,41d,42d,43d,77d,79d,81d,82d,85d,86d,87d,88d,89d
CL,rubber,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,9,0,0,0,0,0,0,6,0,0,9,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,11,0,0,0,0,7,0,0,0,0,0,0,4,0,1,8,0,5,0
1,elastic,2,2,9,9,4,2,4,10,5,6,6,2,1,6,3,1,1,7,0,7,6,0,0,0,4,6,3,1,0,1,3,0,0,13,5,3,7,6,0,4,10,2,6,0,1,0,7,0,3,5,0,3,1,4,3,1,2,6,0,7,5,13,4,0,0,6,1,3,0,6,4,8,2,9,1,9,1,4,1,7
2,bounce,0,5,7,5,5,0,0,0,0,11,5,3,0,0,4,4,3,9,4,6,5,0,0,0,0,5,4,2,7,2,6,7,5,7,3,4,0,7,5,9,8,0,7,4,2,8,3,0,8,8,0,6,2,6,0,2,3,0,1,0,10,14,5,0,0,0,10,0,0,7,0,10,0,6,2,6,0,1,3,6
3,gloves,9,0,11,10,0,6,0,9,0,0,10,4,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,9,3,4,0,6,8,10,0,0,10,0,7,0,5,0,8,0,0,0,0,5,3,0,4,0,0,0,0,0,0,8,0,4,7,6,0,7,0,0,0,0,4,0,0,7,7,10,8,0,5,0,8
4,tire,0,7,5,11,7,7,9,8,9,8,9,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,2,0,0,9,11,0,0,11,6,0,7,0,0,11,0,0,0,0,6,0,0,0,8,0,0,0,0,0,9,6,0,6,7,0,0,0,0,7,0,9,0,7,0,0,4,0,5,10,4,0
5,ball,1,4,8,6,0,0,0,0,0,5,0,5,4,0,5,5,0,8,3,0,4,0,0,2,6,0,5,11,8,5,0,4,0,14,8,6,0,12,0,5,11,0,8,5,6,0,4,0,9,0,0,5,3,7,0,0,4,0,5,5,8,5,8,0,0,4,9,4,0,8,0,0,5,0,3,2,0,3,2,0
6,eraser,0,0,10,0,0,0,0,7,0,7,0,0,0,8,0,0,0,11,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,12,0,7,4,13,2,0,9,0,9,6,0,0,5,0,0,6,0,0,9,0,0,0,0,8,0,0,9,4,9,0,0,5,0,0,0,0,0,0,0,0,0,10,9,0,0,0
7,springy,6,0,0,0,0,8,10,6,8,0,0,0,0,7,0,10,2,5,0,5,7,0,7,3,0,0,6,0,6,0,0,6,7,11,4,0,0,0,0,0,0,0,4,10,0,7,10,0,4,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,8,8,0,0,0,9,0,8,0,11,0,0,0,0
8,foam,0,3,0,0,0,0,5,0,4,9,0,0,0,0,0,2,0,4,0,1,0,0,8,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,4,0,0,12,10,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0
9,galoshes,8,6,6,7,0,10,7,4,0,10,4,0,0,4,8,6,7,6,5,2,0,0,0,0,0,8,0,5,0,0,7,0,0,6,9,0,0,0,0,6,0,4,0,0,0,0,8,3,0,0,0,0,4,8,7,0,0,10,0,8,6,8,0,0,4,0,5,6,0,3,0,6,0,0,8,7,6,8,0,0
10,soles,10,0,0,8,6,11,8,0,0,0,11,0,0,5,0,7,8,0,6,8,0,0,0,0,0,9,0,6,0,0,8,0,0,0,7,0,0,14,0,10,5,0,0,0,0,5,0,4,0,0,5,0,11,0,8,0,0,9,0,9,0,9,12,0,5,0,6,0,0,0,0,5,3,0,9,0,7,6,0,0
11,latex,5,0,0,2,2,5,6,5,7,4,12,6,0,0,6,3,0,10,0,0,3,1,0,0,1,4,0,7,5,4,0,5,4,4,0,0,0,8,3,8,4,0,0,9,5,6,6,0,0,2,0,0,0,5,0,0,5,1,6,0,0,10,11,5,3,0,2,0,3,11,1,4,6,5,5,3,4,0,7,4
12,glue,4,0,4,1,3,4,0,2,2,0,7,0,5,0,2,0,4,0,0,0,8,2,2,0,0,3,2,8,2,10,0,3,0,5,0,8,0,4,4,0,0,0,0,7,0,4,0,0,0,0,0,7,10,0,0,0,6,2,0,0,1,0,0,3,0,2,0,0,2,10,2,3,0,0,0,0,3,0,9,1
13,flexible,3,0,1,3,0,9,2,0,6,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,10,0,0,1,11,0,1,1,1,0,5,1,1,0,1,1,0,2,1,7,1,0,0,2,0,1,2,5,1,0,0,7,3,7,1,0,1,1,4,0,0,3,0,0,1,0,12,0,1,0,0,0,0,0,2
14,resilient,0,0,2,4,0,1,1,3,3,2,3,0,0,2,0,8,0,2,2,3,1,5,1,5,3,1,0,4,3,8,0,0,2,2,1,2,2,2,0,2,2,0,3,2,4,2,2,1,7,1,2,0,6,2,1,0,0,4,2,2,3,2,2,1,2,1,0,2,0,2,0,1,1,2,6,4,0,9,6,3
15,stretch,0,1,3,0,1,3,3,1,1,3,2,1,0,3,1,9,6,3,1,4,2,4,3,1,5,2,1,3,4,9,1,2,3,3,2,1,0,3,1,3,3,3,1,3,3,3,1,2,1,4,3,1,7,3,2,3,1,5,3,3,2,3,3,2,1,3,4,1,1,5,3,2,4,3,7,5,2,2,8,5
othr,,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CL,command,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
1,order,0,8,11,4,0,5,10,7,0,5,6,7,1,6,2,3,1,0,12,1,4,1,4,1,7,9,8,3,0,9,8,1,1,0,6,10,0,9,4,9,10,3,10,9,5,0,7,0,4,0,0,0,9,0,0,1,0,0,8,4,3,9,1,0,0,5,4,3,5,10,0,6,6,6,6,1,0,9,1,8
2,army,9,7,0,7,8,4,5,8,9,6,7,0,2,4,1,9,0,0,4,2,0,2,8,0,0,8,6,7,2,8,9,2,2,5,7,2,3,8,0,8,8,8,0,10,3,10,8,4,8,8,5,5,4,10,3,0,6,0,9,5,4,8,2,0,0,6,0,4,7,7,0,8,7,0,5,2,8,11,2,0
3,obey,7,0,6,0,9,0,4,9,11,7,9,8,3,0,4,4,3,8,11,8,5,3,0,9,0,0,0,0,8,0,10,3,3,7,0,5,2,0,7,10,12,4,9,0,0,12,0,8,0,0,0,4,0,7,0,0,5,7,0,6,0,11,0,5,6,0,0,10,0,9,0,7,0,7,7,4,0,4,8,7
4,officer,3,0,7,0,7,6,3,0,0,10,12,3,4,5,3,5,2,0,10,0,10,0,7,2,0,0,5,0,0,0,11,0,0,6,8,6,0,7,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,4,2,0,5,0,7,5,10,0,2,0,0,6,0,3,5,0,0,0,0,0,3,0,5,3,0
5,performance,6,0,8,0,0,7,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,5,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,1,0,11,0,7,0,0,0
6,do,0,5,10,8,1,9,7,0,4,1,0,0,0,7,0,0,0,6,8,0,6,4,5,6,1,0,0,4,5,0,12,0,4,0,0,0,0,0,0,1,5,5,3,7,0,0,3,6,6,4,0,0,1,0,6,0,0,0,4,0,6,3,0,0,0,0,0,5,0,11,0,5,0,1,0,0,0,6,5,10
7,tell,0,6,0,9,2,10,8,0,5,2,0,5,0,0,0,0,0,7,9,0,7,0,6,7,2,0,0,5,6,3,3,0,5,9,5,11,0,11,0,2,6,6,4,8,0,9,4,7,7,6,0,0,2,0,7,0,0,0,5,0,7,0,0,0,0,0,0,6,0,0,0,0,0,2,9,0,0,7,4,0
8,general,4,3,9,6,3,0,0,6,6,0,0,6,7,0,5,7,0,9,7,6,0,0,0,0,3,7,0,6,1,5,0,6,6,0,9,7,6,0,3,3,0,7,6,5,0,7,5,3,9,7,0,7,3,5,0,0,7,0,6,8,0,5,7,3,5,0,3,9,4,0,0,10,4,3,3,0,4,10,7,6
9,shout,0,4,0,10,4,11,6,10,7,0,11,0,0,0,6,11,0,0,0,0,9,0,0,0,0,6,9,0,0,4,13,0,0,10,4,3,0,12,8,5,9,0,0,6,0,6,6,0,2,5,0,3,0,6,8,3,0,8,0,0,8,4,8,0,0,0,0,0,0,12,0,4,0,4,10,0,6,8,6,0
10,halt,5,0,4,0,0,3,0,0,0,8,1,0,0,0,0,6,0,1,1,0,0,0,0,4,5,5,0,0,0,7,7,0,0,0,10,0,0,0,0,4,11,0,0,0,4,0,10,0,10,0,0,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,3,2,0,0,8,0,0,0,3
11,voice,0,0,1,0,5,8,0,4,0,0,5,0,0,0,7,10,0,2,0,0,0,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,6,9,7,7,0,5,0,0,1,0,0,0,0,1,0,5,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,2,0,0,0,0,0,0,2,0,4
12,soldier,10,0,2,5,0,0,0,5,3,0,10,0,8,3,0,8,0,3,6,7,1,8,0,8,6,10,0,0,0,6,5,8,0,1,12,9,0,1,2,0,1,12,8,1,0,2,0,0,5,2,2,6,0,4,0,0,1,1,7,1,0,7,3,4,2,4,0,7,6,6,0,9,0,8,4,0,2,0,9,5
13,harsh,0,0,0,1,0,12,0,3,10,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,4,2,0,0,7,0,1,7,0,4,1,8,5,2,6,0,2,0,7,2,0,3,0,5,3,1,0,0,7,1,0,0,2,2,2,9,0,12,9,0,0,3,0,8,0,4,1,0,0,5,0,5,5,0,0,0
14,attention,1,2,3,2,6,1,2,2,1,4,3,2,9,1,0,1,0,5,2,4,2,7,2,3,0,3,3,1,4,2,6,5,8,3,2,4,4,3,1,6,3,2,2,3,1,4,2,2,1,3,3,1,0,2,2,0,3,3,3,2,1,2,5,1,3,2,0,2,1,1,0,2,5,0,1,6,3,3,10,2
15,sharp,2,1,5,3,0,2,1,1,2,9,4,1,0,2,0,2,6,4,3,3,3,6,3,5,0,4,1,2,3,1,2,4,7,2,3,0,0,4,5,0,4,1,1,4,2,5,1,1,0,0,4,0,6,3,1,0,4,4,1,3,2,0,6,0,4,1,2,1,2,2,3,1,3,0,2,7,1,1,0,1
othr,,1,0,0,0,0,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
CL,king,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
1,queen,7,7,7,6,1,6,5,12,8,9,6,0,1,4,6,5,1,5,4,7,5,1,4,1,7,5,5,2,1,1,6,1,1,7,1,3,0,4,4,4,8,3,10,10,3,3,8,10,4,7,9,3,6,9,1,1,0,5,6,1,9,0,1,6,5,6,5,6,6,6,4,6,7,4,1,1,6,7,1,9
2,England,10,8,8,7,2,7,11,9,10,0,7,7,2,5,0,6,2,0,9,9,6,0,5,2,0,0,0,3,2,2,0,0,2,8,2,2,1,5,8,5,0,5,11,7,5,11,10,9,5,8,0,0,8,10,2,2,5,6,7,0,10,6,2,7,0,7,6,0,3,9,5,7,8,0,2,2,7,3,2,8
3,crown,0,9,9,8,9,0,0,10,7,7,12,5,3,0,7,7,0,10,8,10,0,0,0,10,8,8,4,10,12,3,7,0,0,0,4,8,0,6,0,15,10,11,9,0,6,8,7,0,6,13,0,5,0,8,0,0,7,0,0,7,8,0,11,0,0,9,7,8,4,7,0,9,5,5,11,3,0,0,3,0
4,prince,6,10,6,9,6,8,8,7,9,5,5,3,4,9,10,11,3,9,3,8,0,6,6,11,9,7,6,4,0,5,8,0,0,6,11,12,0,7,6,12,0,4,7,8,4,4,4,4,0,9,6,0,10,5,0,3,9,7,4,2,7,7,6,9,9,8,8,10,5,11,7,8,6,0,3,4,9,6,5,10
5,George,5,4,0,10,10,9,9,8,0,6,8,6,5,7,9,10,4,8,5,11,0,0,0,0,10,6,0,0,0,7,9,0,6,9,10,13,0,8,5,11,11,6,8,9,0,5,5,5,7,10,7,4,7,6,7,0,0,8,5,3,5,10,7,5,7,0,9,0,0,8,6,5,4,7,4,5,8,8,6,0
6,dictator,11,5,10,4,3,0,10,0,0,0,4,8,0,0,0,12,0,11,0,2,8,8,0,9,5,10,7,9,0,6,5,2,10,10,8,4,6,10,0,10,4,7,0,0,0,0,3,6,10,0,0,0,0,0,9,0,0,9,8,6,6,0,8,0,0,0,0,5,0,12,9,3,0,8,5,8,0,5,7,5
7,palace,4,6,0,5,0,4,7,11,11,0,13,0,0,0,8,9,0,7,0,12,0,2,10,7,6,0,9,1,0,11,0,0,0,0,3,14,0,12,11,13,14,0,12,0,0,10,0,7,9,11,0,0,0,11,6,0,6,0,0,8,11,0,12,0,8,0,0,11,0,0,8,0,0,0,0,0,10,0,0,0
8,throne,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,8,0,6,10,0,0,0,0,0,1,9,10,0,0,0,4,0,9,0,12,9,0,0,0,14,13,0,14,0,0,9,0,0,0,6,0,0,0,7,0,0,8,0,0,0,0,0,9,0,6,5,0,7,0,10,0,4,0,13,6,0,0,0,0,0
9,chess,12,0,11,0,11,11,0,6,0,10,10,0,7,8,1,0,0,0,0,6,0,9,8,6,2,0,8,0,3,0,0,0,7,0,9,0,0,0,9,6,0,0,6,6,0,13,9,11,0,12,0,0,11,12,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,3,0,0,0,12,0,11,5,9,8,0
10,rule,0,0,0,11,7,12,6,0,2,2,9,0,6,0,2,0,6,0,0,5,7,0,1,4,11,12,0,12,4,8,0,0,3,11,7,6,8,9,10,7,0,2,4,0,0,6,0,0,11,0,0,8,9,0,3,0,0,10,10,0,0,4,5,2,3,0,11,0,0,4,10,0,0,3,7,0,0,10,0,2
11,subjects,8,2,5,12,0,13,0,4,3,8,15,4,8,0,4,4,0,12,0,0,0,4,0,0,0,4,0,0,9,9,0,0,4,4,0,5,4,11,12,8,6,1,5,1,0,7,0,0,12,5,2,0,4,1,4,0,0,4,12,0,0,9,10,8,0,0,0,0,0,0,0,0,0,11,8,0,11,0,0,3
12,monarch,3,3,4,0,8,5,4,5,4,4,3,0,0,6,5,3,5,1,6,1,1,0,7,3,4,11,11,6,5,13,2,0,11,12,5,7,0,0,7,9,12,9,13,2,0,0,11,8,3,4,0,7,5,0,5,4,4,0,9,4,4,13,3,3,4,1,0,4,0,5,0,10,0,0,10,7,4,4,0,4
13,royal,9,0,1,1,0,1,1,3,6,0,14,0,9,2,0,13,0,2,7,3,2,0,0,8,0,1,1,5,6,4,3,0,8,1,0,11,7,1,3,2,1,0,3,3,0,12,6,3,0,1,1,6,2,2,0,0,1,1,1,0,2,1,0,1,0,2,3,2,0,0,2,11,1,0,9,9,2,0,0,6
14,leader,1,0,2,2,4,2,3,2,0,3,1,2,10,3,0,2,0,3,2,0,3,7,2,0,0,2,2,7,7,12,0,4,0,2,6,0,5,2,2,3,2,0,2,4,1,1,2,1,2,2,3,2,3,3,0,0,2,2,2,0,3,2,0,0,2,3,4,3,1,1,1,2,3,1,0,6,3,2,9,0
15,reign,2,1,3,3,5,3,2,1,5,1,2,1,0,1,3,1,7,4,0,4,4,3,3,5,3,3,3,8,11,10,1,0,5,3,0,0,0,3,0,1,3,8,1,5,2,2,1,2,1,3,0,0,1,0,8,5,3,3,3,5,1,3,4,4,1,4,1,1,2,2,3,1,2,2,0,10,1,1,4,1
othr,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CL,city,0,0,0,0,0,0,6,8,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,1,12,0,0,0,7,6,0,0,0,0,10,0,0,5,10,0,0,8,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,7,10,0,0
1,town,5,7,4,9,1,11,10,0,10,9,1,9,1,1,1,5,1,10,0,7,7,0,11,5,2,7,0,5,0,1,0,2,9,10,4,11,8,12,11,8,0,12,0,7,0,8,0,0,2,2,0,7,1,12,5,1,0,7,4,7,6,7,2,11,0,1,8,4,7,1,3,3,9,7,3,1,3,5,0,5
2,crowded,7,5,11,8,2,12,11,11,11,8,2,5,2,2,2,6,2,0,10,11,9,0,13,8,0,8,9,6,1,2,11,0,8,8,9,13,9,13,8,10,7,0,9,8,7,9,6,7,12,9,0,12,2,13,6,2,0,8,5,0,3,6,3,7,7,8,9,5,6,3,4,6,8,8,4,2,5,6,2,7
3,state,0,3,0,10,4,9,9,10,0,6,8,7,0,3,3,10,8,0,0,0,6,0,14,13,0,9,10,0,0,3,7,4,0,9,3,6,11,8,2,11,8,5,7,0,2,10,0,0,6,0,0,9,5,10,0,0,7,12,7,0,4,13,0,9,11,0,0,0,0,2,5,4,10,9,5,0,0,0,0,0
4,capital,0,4,0,11,5,10,8,0,0,7,9,8,0,0,7,9,0,0,0,0,8,0,15,9,5,10,5,0,0,4,8,5,0,13,0,0,12,11,1,12,0,0,8,0,0,11,0,0,7,0,0,0,6,11,0,0,8,0,0,0,12,0,0,10,10,0,0,10,0,12,0,11,11,10,6,0,0,0,0,0
5,streets,8,9,10,0,0,13,14,0,0,0,0,6,0,11,6,0,0,9,7,9,11,0,0,0,9,13,8,0,0,11,12,0,7,6,12,7,2,4,0,7,6,7,10,9,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,4,0,7,0,0,0,0,9,0,0,0
6,subway,10,10,5,5,7,0,12,7,7,0,12,0,3,9,4,7,6,8,8,0,10,0,7,0,8,0,7,9,0,12,13,0,6,5,10,8,3,5,7,0,0,10,11,0,0,7,9,8,4,7,0,10,0,8,4,0,0,10,0,9,11,11,6,0,5,6,5,8,0,0,0,8,3,0,8,3,6,7,0,0
7,square,0,0,0,6,10,8,0,6,6,0,11,0,0,4,0,0,3,7,9,10,0,0,12,10,0,0,0,0,0,14,5,0,5,0,7,0,6,6,0,9,0,9,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,11,0,0,9,10,5,5,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,6
8,New York,6,0,8,7,6,6,4,9,8,1,10,0,5,6,5,1,7,6,5,5,5,0,5,11,6,4,4,1,5,10,9,1,10,12,1,9,7,10,4,1,4,3,5,5,4,5,4,5,8,5,4,3,3,7,2,5,6,5,3,1,5,9,7,4,6,5,6,2,5,8,1,9,5,0,2,4,2,8,7,8
9,villiage,0,0,0,0,0,7,15,12,0,0,13,0,6,0,0,8,0,1,0,0,0,0,8,7,1,11,0,0,0,5,4,0,4,0,11,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,7,0,9,0,0,0,0,0,0,0,8,7,3,0,0,11,7,10,0,5,0,0,0,11,5,0
10,metropolis,3,8,9,0,3,0,13,0,9,0,5,4,0,5,0,4,4,2,0,4,4,1,6,2,3,12,0,8,4,6,6,7,0,4,8,4,0,3,6,2,9,2,6,4,6,12,3,0,10,8,7,5,11,4,8,3,4,6,8,6,7,5,8,8,4,2,0,6,9,13,0,5,4,6,7,9,0,0,6,4
11,big,0,0,6,0,0,5,7,5,3,0,7,0,0,10,0,0,0,11,11,3,0,2,9,0,0,6,0,7,6,8,0,3,0,11,0,5,4,7,0,13,0,8,0,0,3,0,10,4,0,0,0,6,9,6,0,0,11,4,0,5,8,1,11,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,1,0
12,Chicago,4,2,7,1,8,3,5,3,4,2,6,0,7,7,8,2,9,3,6,6,0,3,1,12,7,5,3,2,3,13,10,8,11,7,2,12,5,9,3,6,5,4,3,6,5,1,5,3,9,6,5,4,8,5,1,6,5,1,2,2,2,2,10,3,3,4,7,3,4,9,2,12,7,3,1,5,4,9,8,9
13,suburb,0,6,1,3,9,4,3,2,5,3,3,3,0,0,0,0,5,12,3,8,1,0,2,4,0,1,0,4,0,7,1,0,1,1,0,0,0,2,10,3,3,0,4,1,0,2,0,0,3,3,2,11,0,1,0,0,3,9,0,11,10,3,12,1,0,0,0,0,8,0,0,13,6,4,9,7,8,3,3,1
14,county,2,0,2,2,0,2,1,4,1,4,0,2,0,0,0,11,0,4,2,2,2,4,3,3,0,2,1,10,0,0,3,0,2,2,5,2,0,0,0,4,2,0,2,2,0,3,2,2,0,4,3,2,0,2,0,0,2,2,6,3,0,4,1,0,2,0,1,0,2,5,0,2,1,1,0,6,0,2,0,2
15,urban,1,1,3,4,11,1,2,1,2,5,4,1,8,8,0,3,0,5,1,1,3,5,4,1,4,3,2,3,7,9,2,6,3,3,6,3,1,1,0,5,1,6,1,3,1,4,1,1,1,1,1,1,7,3,3,4,1,3,1,4,1,0,9,2,1,0,2,1,1,6,6,1,2,2,0,8,1,1,4,3
othr,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CL,whistle,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0
1,stop,9,6,9,10,10,0,9,9,7,1,11,9,1,9,0,5,1,8,7,2,11,4,0,1,0,9,11,8,0,5,11,1,1,0,12,4,0,9,7,10,0,9,5,8,0,6,6,0,2,0,0,0,8,6,1,0,7,7,8,7,9,8,1,9,0,0,0,6,6,9,6,4,0,6,1,1,0,5,1,5
2,train,10,5,10,11,8,0,8,8,6,2,5,10,2,8,5,6,2,6,6,1,10,5,0,2,0,8,3,7,0,4,12,3,2,0,11,3,2,8,8,9,6,5,6,9,0,7,7,0,1,0,0,1,9,5,2,0,3,8,7,8,8,9,2,10,7,0,0,7,7,8,8,9,0,7,2,2,4,6,4,6
3,noise,0,7,0,6,0,0,0,10,0,0,6,8,4,1,4,7,0,7,5,9,9,6,10,0,0,0,0,6,0,3,10,7,0,0,1,6,5,12,0,0,7,8,7,0,4,0,8,0,8,0,0,0,0,0,0,0,6,0,6,5,6,4,3,11,0,6,7,8,10,0,0,0,0,0,3,0,7,0,3,0
4,sing,0,0,0,7,6,12,5,0,0,0,7,0,3,0,9,0,0,0,0,0,7,0,5,0,0,0,7,0,0,1,7,0,3,8,2,7,0,10,12,2,0,0,0,4,5,0,12,0,0,0,0,7,0,9,0,0,0,0,9,0,5,6,4,0,6,0,0,0,8,2,0,10,0,0,0,0,0,9,2,0
5,blow,8,0,0,9,9,11,0,7,0,3,12,0,6,0,0,0,4,10,0,0,0,0,6,0,0,0,0,0,0,6,0,2,0,7,0,0,0,3,0,8,0,6,8,0,0,8,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,8,8,0,0,0,0,0
6,tune,0,0,6,0,7,10,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,7,9,0,5,0,0,0,0,9,0,8,9,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,6,0,0,8,0,9,0,0,0,12,0,12,0,0,0,0,0,0
7,sound,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,7,0,0,0,0,12,0,0,0,5,0,0,6,13,6,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,10,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0
8,dog,5,9,8,5,0,6,13,11,8,0,0,0,5,0,0,3,0,1,10,0,0,7,8,0,6,0,5,0,7,8,3,0,7,11,8,0,1,7,3,4,0,0,9,7,0,0,9,1,0,0,0,0,4,13,0,0,0,4,2,0,10,10,8,12,0,0,6,0,0,0,0,5,0,9,4,6,0,0,10,0
