Ss/list order:,words,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,57a,58a,59a,60a,61a,62a,63a,64a,65a,12b,13b,14b,15b,16b,17b,18b,19b,20b,21b,44b,46b,47b,48b,50b,52b,53b,54b,55b,56b,22c,23c,25c,26c,27c,28c,29c,30c,31c,32c,66c,67c,69c,70c,71c,72c,73c,74c,75c,76c,33d,34d,35d,36d,37d,38d,39d,40d,41d,42d,43d,77d,79d,81d,82d,85d,86d,87d,88d,89d
3,sea,0,0,0,0,0,0,0,11,7,0,0,0,5,8,7,0,7,11,0,0,9,0,0,5,0,0,3,0,11,9,1,0,11,0,,0,1,0,4,0,0,7,5,8,0,6,10,0,7,9,0,2,8,11,0,0,8,0,9,0,0,0,8,0,5,8,0,0,5,7,0,0,0,9,4,0,7,0,3,0
4,tough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,11,0,0,6,,0,0,8,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,6,8,0,11,0,0,0,0,0,0,4,0
5,sandpaper,0,0,8,7,8,9,4,5,8,7,10,8,2,6,6,9,0,8,4,4,8,0,0,6,2,13,7,4,0,1,10,4,5,7,,6,6,7,3,5,0,5,7,0,7,4,7,8,8,8,4,0,9,9,7,3,6,6,4,7,9,3,11,9,8,4,6,6,0,4,0,8,0,0,0,9,5,8,0,7
6,jagged,9,0,0,8,0,0,12,0,0,8,0,0,0,5,0,0,0,0,0,3,0,1,9,3,0,8,0,10,0,3,0,0,3,8,,0,0,0,0,6,0,0,0,0,0,9,0,6,4,0,5,3,0,7,8,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,0,0
7,ready,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,12,0,0,0,7,0,7,11,,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,6,0,0,0
8,coarse,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,0,7,0,10,6,6,0,5,11,8,9,0,0,0,0,6,10,,0,0,9,0,9,6,4,10,10,4,0,4,4,0,5,0,0,0,10,0,0,0,7,0,0,0,9,0,10,0,9,0,10,0,10,0,0,5,0,0,0,4,4,8,0
9,uneven,4,4,0,9,5,8,9,7,1,6,6,0,0,4,4,0,0,0,5,8,0,0,3,4,0,10,4,0,0,6,4,0,0,0,,5,3,0,0,0,4,0,9,0,0,0,3,0,0,0,0,0,0,12,0,0,2,9,5,8,5,0,1,0,9,0,4,0,0,11,6,10,6,0,7,0,0,5,0,3
10,riders,0,0,1,3,0,0,11,0,0,1,1,0,0,0,0,0,0,1,0,0,0,7,7,7,3,4,5,8,0,0,8,0,10,0,,0,0,0,0,0,7,0,2,9,0,0,6,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,6,0,1,0,11,0,0,3,4,0,5,0,0,0,0,9,0
11,rugged,0,0,0,0,0,7,5,8,6,0,0,0,0,0,0,7,5,2,0,0,2,8,0,0,4,5,0,0,0,2,6,0,0,0,,0,0,10,0,7,0,6,0,0,0,0,5,5,3,0,10,4,2,8,0,0,0,0,0,0,0,4,0,5,0,2,0,3,0,0,2,5,0,6,5,5,0,0,5,0
12,sand ,3,3,0,6,7,1,3,4,3,0,2,1,1,0,5,1,1,3,3,0,0,0,4,0,1,3,6,3,0,11,0,2,4,0,,2,4,1,2,0,0,3,6,1,0,3,11,7,9,3,1,0,0,1,6,0,1,1,1,1,3,0,2,1,1,3,5,5,4,0,1,7,3,3,1,8,3,6,6,4
13,boards,7,0,2,0,6,2,13,3,2,0,4,2,0,0,8,2,2,4,8,6,0,0,0,0,0,6,9,2,6,0,5,3,0,3,,3,5,2,0,8,1,9,0,2,0,8,2,3,0,2,2,0,3,2,0,0,3,2,2,2,10,0,3,2,2,0,2,4,1,1,5,9,0,4,6,7,0,0,0,5
14,ground,1,0,3,1,2,3,2,2,0,5,3,3,4,1,0,3,3,5,1,7,0,2,1,0,0,1,1,0,0,7,9,7,8,1,,4,2,3,6,2,2,0,0,3,5,1,1,1,2,1,0,1,4,3,1,2,0,3,3,0,1,1,4,3,3,5,0,2,2,2,4,1,1,1,0,0,1,1,0,0
15,gravel,2,2,4,2,1,4,1,1,4,4,5,4,8,2,1,4,4,6,2,5,5,3,2,8,9,2,2,1,0,8,0,1,9,2,,1,0,4,1,1,3,8,8,4,6,2,0,2,1,0,3,0,5,4,2,1,0,4,0,4,2,2,5,4,4,0,3,1,3,3,0,2,2,2,0,6,2,7,7,6
othr,,3,1,2,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CL,carpet,0,0,8,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,7,0,0,0,0,0,3,0,0,5,0,0
1,rug,0,10,0,8,4,7,7,5,8,0,3,7,0,0,6,5,8,12,5,5,6,0,0,1,4,7,6,5,0,1,7,1,1,0,2,5,0,6,0,9,10,1,9,0,1,9,0,1,4,5,6,0,11,7,7,4,7,5,10,5,9,3,0,6,5,9,0,6,0,5,6,10,6,8,0,1,3,0,1,8
2,floor,7,11,0,0,5,8,0,8,7,7,2,0,7,6,7,6,0,13,6,6,7,0,10,3,3,8,12,11,0,2,8,2,12,8,3,9,0,7,0,0,0,2,0,0,2,0,0,0,0,6,7,0,12,8,8,0,4,6,6,6,8,0,5,8,0,10,0,7,0,11,9,11,7,9,4,2,9,0,2,6
3,soft,8,6,7,0,2,6,5,10,9,0,4,0,0,0,4,10,0,14,0,0,8,0,0,2,1,9,11,6,7,3,5,0,11,0,7,6,0,2,0,3,6,5,1,0,0,4,4,0,6,0,0,6,0,0,0,0,0,7,0,0,10,9,7,0,6,12,4,8,10,12,7,6,0,7,0,3,0,0,3,4
4,red,4,9,10,5,3,0,8,0,10,0,5,5,0,9,8,7,6,0,0,0,9,3,8,0,2,11,7,7,0,4,12,4,2,6,5,7,0,0,0,1,7,4,2,6,6,2,5,0,0,7,0,5,6,5,2,0,6,8,11,7,6,2,8,9,9,8,3,9,5,7,1,3,5,5,7,0,10,9,0,0
5,sweeper,9,3,9,7,7,0,0,0,0,8,12,0,0,10,0,9,0,6,0,0,0,0,0,8,0,6,0,0,0,5,9,0,3,0,9,0,0,0,0,8,9,3,7,7,0,6,7,0,3,0,0,0,10,0,0,0,11,10,0,0,11,12,0,0,10,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0
6,tack,0,0,0,0,6,4,0,9,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,6,10,0,7,0,0,0,0,0,0,0,0,0,10,10,0,10,6,0,0,0,0,0,7,10,0,3,0,0,9,0,12,0,12,0,0,7,0,0,0,10,0,13,0,0,10,0,7,0,4,9
7,walk,0,0,0,0,0,5,11,0,0,0,0,9,2,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,4,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,2,0,0,8,0,13,11,10,0,0,5,0,0,9,0,0,14,0,0,0,0,8,0,5,10
8,bag,0,4,0,0,0,0,13,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11
9,room,6,0,1,0,8,0,14,7,0,1,8,0,5,0,0,0,0,9,0,0,0,0,7,6,0,10,13,0,2,7,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,1,0,0,8,0,0,4,3,0,0,0,0,0,7,8,5,1,13,0,7,0,0,10,8,8,0,8,0,0,0,0,0,7,0,0
10,blue,0,8,0,6,9,0,9,0,5,6,1,6,0,7,9,8,7,10,0,0,5,0,3,7,7,12,5,8,0,8,13,3,6,0,6,8,0,8,4,2,8,6,8,5,7,3,8,0,9,0,0,7,5,6,1,0,5,9,12,9,7,8,9,10,8,0,0,11,6,6,2,4,0,6,8,0,11,10,0,0
11,chair,5,0,2,0,10,9,10,6,6,0,10,11,0,8,5,0,1,11,0,0,0,5,4,0,0,5,4,9,0,0,6,0,5,5,0,0,2,10,5,0,4,8,11,8,3,8,0,5,7,4,0,0,0,0,0,0,8,11,5,10,0,0,1,1,0,6,0,5,4,9,0,9,0,0,5,0,4,8,0,0
12,thick,0,5,3,1,0,0,2,2,4,2,13,1,0,1,0,3,2,1,1,1,1,6,6,11,0,1,0,2,6,12,3,6,9,1,10,2,4,1,3,4,5,0,3,1,0,0,0,2,5,0,1,0,9,1,5,0,9,1,1,1,3,5,0,2,1,3,0,2,11,1,8,7,4,1,0,0,5,3,0,5
13,deep,3,7,4,2,0,2,3,3,1,3,9,2,8,2,1,4,3,2,2,2,2,4,5,0,6,2,1,3,3,11,4,7,0,2,0,3,3,3,0,5,3,0,4,2,0,0,0,0,0,1,2,0,4,2,3,0,3,2,2,2,2,6,2,3,2,4,0,3,1,2,4,5,1,2,0,7,0,4,7,3
14,magic,2,1,5,3,11,1,4,4,2,4,7,3,1,3,2,1,4,3,3,3,3,7,1,4,5,3,2,4,1,9,1,5,8,3,1,4,0,4,1,7,1,7,5,3,4,0,1,4,2,2,3,1,1,3,4,5,2,3,3,3,4,4,3,4,3,2,1,4,2,3,3,2,2,3,1,5,2,2,8,1
15,wool,1,2,6,4,1,3,1,1,3,5,6,4,0,5,3,2,5,4,4,4,4,8,0,5,0,4,3,1,5,10,2,8,10,4,8,1,0,5,0,6,2,0,6,4,5,7,2,3,1,3,4,2,2,4,6,1,1,4,4,4,1,7,4,5,4,1,2,1,3,4,5,1,3,4,2,6,1,1,6,2
othr,,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,6,0,0,0,0,1,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1
CL,justice,0,0,0,0,0,0,8,0,9,0,11,5,4,0,0,0,0,0,0,3,0,8,0,0,0,0,5,0,0,0,9,0,0,11,0,0,0,4,0,6,0,7,0,0,0,0,4,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,12,9,0,0,6,9,0,0,3,3,0,0,8,0,0,0,0,7
1,peace,3,9,5,5,10,0,0,5,7,6,0,0,8,3,0,0,0,9,0,0,0,0,3,1,0,9,0,0,0,11,2,5,0,9,9,5,0,0,0,0,12,0,0,7,1,0,7,0,3,6,9,0,2,7,0,1,4,0,10,1,1,3,1,4,0,10,1,8,5,1,6,6,0,4,1,1,0,9,1,8
2,law,6,10,0,6,0,0,0,10,8,0,1,0,0,4,5,10,8,5,9,4,8,5,5,2,0,7,0,12,7,12,3,6,0,0,1,0,0,0,5,0,7,2,10,9,2,8,0,0,6,7,0,0,4,6,0,2,0,0,6,2,2,4,2,5,10,4,2,10,0,2,7,0,0,5,10,2,7,10,2,9
3,courts,0,11,0,0,2,5,6,8,5,0,6,0,0,0,0,0,0,8,0,8,0,7,0,6,5,11,4,8,8,0,7,0,0,7,4,0,6,7,2,4,11,1,3,0,0,9,9,6,2,0,7,5,3,10,0,3,7,0,9,3,5,10,6,8,0,3,3,4,6,10,2,8,3,0,11,3,0,4,4,10
4,judge,5,6,6,0,0,6,5,9,6,0,7,8,0,0,0,9,2,7,3,0,9,0,8,0,0,6,6,3,10,7,4,7,7,4,5,8,10,11,1,2,0,6,9,3,0,5,0,0,4,8,8,3,8,5,0,6,0,4,5,4,4,6,7,0,6,8,4,0,7,11,0,0,4,6,2,0,9,3,3,0
5,right,0,7,0,0,7,12,3,0,0,0,2,7,0,0,7,7,0,0,7,0,6,0,0,11,7,10,0,11,0,4,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,8,0,0,0,0,6,9,9,5,0,0,0,0,0,0,11,0,0,9,0,0,7,0,0,0,0,0,0,9,0,8,0,5,11
6,liberty,0,8,0,0,8,13,9,0,0,4,5,0,7,0,0,0,0,0,0,6,0,0,6,8,0,0,0,9,0,5,0,0,0,8,6,0,0,9,4,3,0,11,7,8,0,0,0,8,1,0,6,8,5,8,6,5,8,5,0,0,0,12,10,7,0,11,5,0,0,13,0,0,0,0,6,0,6,0,0,0
7,government,0,0,8,0,11,0,0,0,0,0,0,0,3,7,6,6,0,11,0,0,0,0,0,9,0,8,2,0,0,13,0,0,8,0,0,7,0,0,0,0,5,3,8,0,0,0,6,1,0,0,0,7,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,0
8,jury,4,0,7,0,9,0,4,0,0,0,13,0,0,6,0,4,0,10,6,0,7,0,0,5,0,12,0,2,5,6,10,0,9,0,10,4,5,6,3,0,13,8,5,4,0,4,0,0,0,0,0,4,0,0,7,0,6,0,0,9,0,5,9,6,7,9,0,6,8,6,8,1,0,0,3,0,5,0,0,0
9,truth,0,4,9,0,0,8,0,7,0,0,3,0,0,0,2,0,0,12,5,0,0,0,0,0,0,0,8,0,3,8,0,0,4,0,8,0,9,0,0,0,9,0,11,0,6,0,0,4,7,0,0,0,0,0,0,0,0,6,7,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
10,blind,0,5,0,3,0,9,0,4,0,0,4,0,0,0,3,5,3,13,0,0,5,0,0,0,2,0,7,5,4,10,5,0,1,0,2,10,0,10,0,0,0,10,4,6,0,0,5,0,0,1,0,9,0,0,0,0,0,7,8,5,0,0,8,0,1,0,8,5,4,8,4,5,0,0,7,7,11,7,6,5
11,fair,0,1,0,0,6,10,10,6,1,5,12,6,0,0,4,8,0,6,4,0,0,0,4,12,0,5,0,4,9,0,0,0,3,5,3,9,8,5,0,0,6,0,6,5,0,6,0,5,8,2,1,10,0,4,0,0,9,0,0,6,7,8,11,2,2,5,0,0,3,9,0,0,6,0,0,0,4,6,0,4
12,supreme,0,0,1,8,1,4,2,0,2,1,0,3,5,2,0,0,0,1,8,7,1,4,0,10,0,0,1,7,6,9,8,1,2,6,0,2,1,8,0,5,8,4,2,0,0,7,0,7,0,0,2,0,7,0,4,0,0,0,3,0,8,9,4,0,3,6,0,3,0,0,1,9,5,0,0,4,10,8,0,1
13,crime,0,0,2,1,4,1,0,3,0,0,10,4,0,0,0,1,1,2,0,0,2,1,9,0,1,3,0,10,0,1,0,3,0,1,0,1,2,1,7,0,4,0,0,0,3,1,3,0,5,3,3,0,10,1,1,0,0,1,4,7,0,13,0,0,0,7,0,0,9,7,0,0,0,3,0,0,3,2,0,0
14,department,1,3,3,2,5,2,0,2,3,2,8,2,2,0,0,2,4,3,2,1,3,2,1,3,3,2,0,6,2,2,6,2,6,2,7,6,3,2,0,0,2,9,0,1,4,2,2,2,0,4,4,2,6,2,2,7,2,2,1,8,3,1,3,1,4,1,0,2,1,3,5,0,1,1,4,5,2,0,7,2
15,trial,2,2,4,4,3,3,1,1,4,3,9,1,1,1,1,3,5,4,1,2,4,3,2,4,4,1,3,1,1,3,1,4,5,3,0,3,4,3,6,1,1,5,1,2,5,3,1,3,0,5,5,1,1,3,3,4,3,3,2,10,6,2,5,3,5,2,7,1,2,4,9,2,2,2,5,6,1,1,8,3
othr,,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
CL,bitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,sweet,9,8,8,6,3,10,7,8,7,8,7,8,4,7,4,9,6,10,8,5,5,3,4,8,7,6,8,7,9,1,6,2,2,8,2,4,4,1,5,9,1,3,3,6,1,10,5,5,1,6,9,6,1,4,6,2,3,10,3,1,1,10,7,5,8,5,1,9,6,8,7,0,6,8,7,1,3,2,1,6
2,sour,10,9,9,5,4,11,8,0,8,9,8,9,0,8,0,10,7,11,9,6,6,4,5,9,6,7,9,4,10,2,7,3,3,9,3,5,6,2,6,10,2,4,4,7,2,11,6,6,2,7,10,5,2,5,7,5,4,11,4,2,2,9,8,6,9,6,2,5,5,7,8,6,7,9,8,2,4,3,2,7
3,taste,0,7,0,0,7,0,9,12,6,11,15,10,8,0,3,8,0,12,12,7,7,5,0,0,0,14,10,0,11,0,0,0,9,10,1,7,8,3,7,11,3,5,9,9,7,9,0,0,0,8,0,7,10,10,8,3,5,12,0,5,9,11,9,0,0,7,3,0,0,9,0,8,8,7,0,0,7,11,4,0
4,chocolate,5,5,5,7,6,0,5,7,0,7,6,7,0,6,5,6,8,13,10,8,8,0,8,7,0,13,7,6,3,3,8,7,1,11,0,6,5,10,4,0,4,0,0,8,0,8,8,0,3,9,11,9,0,0,0,0,6,13,7,3,4,0,10,7,4,0,4,7,9,10,9,9,10,5,1,3,6,5,3,8
5,rice,0,6,10,0,0,12,6,9,11,10,9,6,0,5,8,7,0,14,11,0,10,0,9,0,0,15,11,0,1,12,4,4,0,12,5,10,0,11,0,7,7,0,0,5,0,7,7,7,4,0,0,0,6,0,0,0,0,9,6,4,3,0,11,8,10,9,0,8,8,5,0,10,9,6,2,6,5,0,0,9
6,cold,0,0,0,0,0,13,11,10,10,0,14,0,0,0,0,0,0,5,0,0,0,0,0,6,0,12,0,0,0,5,5,0,0,6,0,0,3,12,0,0,6,7,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,8,0,0,11,12,12,0,5,0,0,0,0,0,0,0,0,10,3,8,0,0,0,0
7,lemon,0,2,0,4,5,3,10,0,0,1,10,0,3,0,7,0,0,15,7,0,0,0,10,10,5,11,0,3,6,4,9,0,4,5,4,3,2,9,8,8,0,6,5,0,0,6,0,0,0,0,8,3,3,7,0,0,7,3,5,0,8,8,2,0,7,8,8,0,3,14,3,7,0,11,9,7,9,0,0,0
8,angry,0,4,6,0,0,8,3,5,9,12,12,11,7,0,0,3,9,8,4,0,0,0,12,2,0,10,5,0,0,6,0,1,7,0,0,0,0,0,9,1,0,9,8,0,0,1,10,0,8,10,7,8,7,9,9,0,0,5,11,0,0,7,4,1,6,0,0,10,0,12,6,11,0,13,0,10,8,8,0,0
9,hard,0,3,0,0,9,4,12,4,0,0,11,3,0,0,0,0,1,6,5,0,0,0,11,4,0,5,6,10,7,7,0,0,0,7,0,9,0,0,0,2,5,8,0,0,0,0,9,0,5,0,5,0,0,8,0,0,0,7,9,11,0,6,1,0,0,10,0,0,0,11,4,12,0,12,10,0,0,7,0,0
10,mad,1,0,0,0,0,9,4,6,0,0,4,4,6,9,0,0,0,7,0,0,0,0,13,3,0,9,0,8,5,8,0,8,8,13,0,0,0,0,0,3,0,0,0,0,0,2,11,0,0,0,12,0,8,0,10,0,0,6,10,0,0,13,0,9,0,11,0,0,7,13,0,13,1,0,0,11,10,6,0,0
11,acid,3,0,11,3,0,5,0,0,1,3,0,5,0,0,6,4,5,9,3,3,2,0,3,0,1,4,4,5,4,0,0,0,6,0,0,0,0,8,0,4,11,0,6,4,6,0,4,0,0,1,0,4,9,0,5,0,0,0,12,10,10,5,3,2,0,1,5,6,0,6,5,14,5,1,6,9,0,0,7,4
12,almonds,6,0,1,0,8,6,0,3,5,2,5,0,0,3,2,0,2,1,6,4,9,0,6,5,0,3,1,9,2,11,3,6,0,1,7,0,0,5,3,0,8,0,7,3,5,3,12,1,0,2,3,0,0,11,1,1,0,4,8,7,7,2,5,10,0,0,6,3,0,2,0,4,2,2,0,4,0,9,5,5
13,herbs,0,0,2,0,0,7,0,11,2,4,1,0,0,4,0,5,0,2,0,0,1,0,0,1,2,8,0,0,0,0,0,0,5,2,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,3,0,10,11,1,2,0,1,14,0,0,0,1,0,0,1,2,0,4,2,1,0,1,0,0,0,0,0,10,8,1
14,grape,2,0,3,1,1,1,1,1,3,5,2,1,1,2,0,1,3,3,1,1,3,1,1,11,3,1,2,2,0,9,1,0,0,3,0,1,0,6,1,5,9,1,1,2,3,4,2,3,6,4,2,2,4,2,3,0,0,2,1,8,6,3,0,3,2,3,0,1,0,3,1,2,3,3,4,0,1,1,0,2
15,fruit,4,1,4,2,2,2,2,2,4,6,3,2,2,1,1,2,4,4,2,2,4,2,2,12,4,2,3,1,12,10,2,5,0,4,6,2,1,7,2,6,10,2,2,1,4,5,3,4,7,5,1,1,5,3,4,4,2,1,2,6,5,4,6,4,3,4,7,2,4,4,2,3,4,4,5,5,2,4,6,3
othr,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CL,long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1,short,9,9,7,3,0,9,7,8,9,7,6,8,6,4,2,0,8,10,5,7,0,0,6,1,5,10,6,8,0,1,0,7,3,7,1,0,0,6,8,8,1,7,2,1,4,4,4,7,5,1,6,4,1,8,3,0,3,4,5,2,8,8,6,6,0,6,6,9,7,13,8,8,7,6,7,1,0,4,1,8
2,fellow,0,0,10,0,0,0,0,0,0,9,7,0,8,0,5,0,0,9,6,8,0,7,8,2,7,11,0,9,0,2,8,8,4,9,2,0,2,7,0,10,0,0,4,2,0,9,6,8,6,0,8,0,2,9,7,0,4,5,7,0,9,0,0,7,6,7,7,7,6,0,9,9,0,7,0,2,0,9,2,7
3,narrow,7,10,8,0,8,10,9,7,10,0,0,7,5,0,4,5,7,0,10,0,0,8,0,0,6,0,7,7,0,3,7,9,6,8,3,0,10,5,7,9,2,0,1,4,0,2,5,0,7,2,0,6,6,6,5,0,7,0,8,11,6,9,0,0,7,9,8,0,0,9,0,5,8,9,0,3,0,5,3,0
4,John,6,8,11,2,7,8,6,10,8,8,8,6,0,0,0,6,9,8,4,0,6,6,0,10,4,12,0,5,6,5,5,5,5,13,7,0,1,8,0,7,4,0,0,3,0,1,3,0,0,0,0,0,0,7,0,0,0,6,0,4,5,6,9,8,8,8,5,6,5,12,5,10,9,5,3,5,5,7,4,6
5,time,0,6,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,6,0,0,10,0,0,0,0,0,0,0,8,0,13,0,0,0,0,6,6,0,0
6,far,0,7,0,0,0,4,0,0,12,12,0,0,9,0,0,0,0,7,8,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,6,0,0,5,0,0,11,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,15,0,12,0,0,0,0,0,0
7,hair,0,0,6,0,0,7,0,9,11,0,9,0,11,0,9,0,0,0,0,0,0,0,0,3,0,9,8,0,5,0,6,0,0,14,0,0,0,9,0,0,0,0,10,9,0,3,9,0,0,0,0,0,0,0,0,0,9,8,0,0,0,12,5,0,0,0,0,0,0,0,0,12,0,8,8,0,0,0,0,0
8,island,5,0,0,6,0,6,5,12,5,3,11,0,0,0,7,0,6,6,7,9,0,0,0,4,0,6,5,0,3,0,9,0,1,12,6,0,0,4,0,0,0,4,6,8,0,5,7,5,0,4,0,3,8,10,2,0,10,0,0,5,4,13,0,0,0,0,0,5,8,6,7,4,0,11,5,0,0,0,5,0
9,road,0,0,0,0,0,5,4,11,3,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,13,11,0,7,6,0,0,7,10,4,2,8,0,3,0,0,5,0,0,0,6,8,0,8,0,0,2,9,11,0,0,0,0,0,10,0,14,8,0,0,0,0,0,0,7,0,7,3,13,6,0,7,10,0,0
10,thin,8,4,9,0,6,11,8,6,6,5,10,0,4,0,3,0,1,0,9,0,0,1,7,9,8,0,0,10,0,4,4,10,0,0,0,3,4,0,0,0,3,6,3,0,0,0,0,0,0,3,4,5,11,5,4,0,0,0,0,1,7,7,7,0,1,0,0,8,1,10,3,6,0,10,0,0,0,3,0,4
11,underwear,10,5,5,4,5,12,0,5,7,6,1,5,7,6,8,0,2,5,0,5,5,4,5,7,0,5,9,6,4,0,10,6,0,6,0,4,5,10,4,0,10,8,0,7,3,7,0,4,4,5,9,8,10,0,6,1,8,7,9,8,10,5,0,1,2,5,4,0,2,11,4,11,5,0,4,7,0,8,0,5
12,distance,4,0,1,0,4,3,0,4,1,10,2,4,10,5,6,4,3,1,0,4,4,3,1,8,0,4,0,1,2,8,0,4,2,5,0,5,7,1,5,6,8,9,7,0,2,0,2,0,0,7,5,0,12,1,0,3,5,0,3,0,0,4,4,2,4,4,0,4,3,1,0,14,6,1,0,4,4,0,7,0
13,line,2,1,2,5,1,0,3,0,2,1,0,1,1,1,0,1,4,2,0,2,1,2,2,5,1,1,1,2,0,10,1,1,0,1,5,0,0,0,0,1,7,1,0,0,0,0,0,1,1,0,1,0,3,2,0,2,1,1,4,9,1,1,1,3,3,1,1,2,0,2,0,1,1,2,0,8,2,2,0,1
14,low,3,2,3,0,2,1,2,3,0,2,4,2,0,2,0,2,0,3,3,3,2,0,3,0,2,2,2,3,0,0,2,2,8,2,8,0,9,2,0,2,9,2,0,5,0,0,0,2,2,9,2,0,4,3,0,0,0,2,1,7,2,3,2,4,0,2,2,3,0,3,2,2,2,3,2,0,3,0,0,2
