Ss/list order:,words,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,57a,58a,59a,60a,61a,62a,63a,64a,65a,12b,13b,14b,15b,16b,17b,18b,19b,20b,21b,44b,46b,47b,48b,50b,52b,53b,54b,55b,56b,22c,23c,25c,26c,27c,28c,29c,30c,31c,32c,66c,67c,69c,70c,71c,72c,73c,74c,75c,76c,33d,34d,35d,36d,37d,38d,39d,40d,41d,42d,43d,77d,79d,81d,82d,85d,86d,87d,88d,89d
15,rope,1,3,4,1,3,2,1,1,4,4,5,3,0,3,1,3,5,4,1,1,3,5,4,6,3,3,3,4,1,9,3,3,0,4,9,0,0,3,1,3,5,3,9,6,1,0,1,3,3,6,3,1,5,4,1,4,2,3,2,6,3,2,3,5,5,3,3,1,0,4,6,3,0,4,1,6,1,1,8,3
othr,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0
CL,citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1,United States,6,8,3,7,5,9,8,0,10,1,1,8,6,9,2,4,4,10,5,7,8,4,1,1,1,10,6,2,5,1,9,1,2,5,1,6,1,1,5,5,11,1,9,5,2,3,8,3,6,9,8,7,1,7,1,5,7,6,8,1,1,5,1,4,9,3,1,10,4,9,6,3,1,1,1,1,1,1,1,7
2,man,0,9,0,0,6,11,0,0,9,0,2,5,7,7,9,6,0,0,0,10,6,6,6,2,7,9,11,4,0,2,4,5,4,9,6,0,2,2,6,2,10,8,7,10,0,13,9,0,11,10,9,6,2,8,0,0,5,8,0,2,2,6,2,5,0,4,2,9,6,0,2,14,9,2,3,2,2,2,2,10
3,person,0,0,9,9,0,12,6,0,7,0,3,6,2,8,7,8,0,0,0,9,5,5,8,3,8,5,0,7,0,3,5,9,0,6,7,7,0,3,0,3,9,0,8,11,0,9,0,0,10,0,0,5,0,0,0,0,0,0,10,0,3,7,3,6,0,5,3,11,0,11,3,13,0,3,0,0,0,3,3,0
4,American,0,0,4,0,0,13,0,0,11,0,10,0,0,0,1,9,0,0,0,0,7,0,0,0,10,0,0,3,0,0,12,11,3,0,0,9,0,0,10,0,12,0,6,0,0,11,2,0,0,11,0,8,0,0,8,0,0,9,0,0,4,8,0,0,0,0,0,8,0,0,4,2,7,7,2,0,0,0,5,0
5,country,0,0,0,8,7,10,11,0,12,0,0,0,11,0,3,12,0,0,8,0,0,8,0,0,0,8,12,0,9,13,0,10,11,0,0,10,11,0,0,0,14,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,9,7,0,9,10,12,12,11,0,0,11,6,9,10,5,4,0,0,0,0,10,0,4,11
6,alien,5,4,0,3,4,3,0,9,13,7,4,7,10,3,4,10,7,0,4,5,0,0,0,8,5,7,4,9,10,7,7,7,9,0,0,0,0,8,3,11,0,5,0,9,6,10,6,5,8,2,6,0,0,0,7,0,0,1,5,0,6,14,4,9,10,9,6,12,0,3,8,9,6,9,9,0,7,4,0,5
7,people,0,0,10,10,0,4,5,0,0,0,0,0,3,0,8,0,10,7,11,0,0,0,0,0,0,6,10,0,0,4,6,0,0,0,0,8,3,4,8,0,0,9,0,0,0,5,10,8,0,0,10,0,0,0,6,0,8,0,11,0,0,0,13,7,0,6,4,0,0,6,1,0,0,0,4,8,4,0,0,0
8,vote,3,0,6,12,0,5,0,7,6,8,0,0,12,6,0,0,9,4,6,0,0,0,7,9,9,11,8,12,1,12,0,0,10,0,5,5,4,0,7,7,0,0,0,8,0,0,11,9,4,8,4,0,9,0,0,0,6,4,0,6,9,0,11,0,7,0,0,13,0,7,0,12,11,10,6,10,0,6,7,8
9,me,0,5,8,5,0,7,7,6,8,3,12,9,0,5,0,5,5,3,7,2,0,0,2,4,2,12,9,5,7,0,13,8,12,7,0,11,0,0,0,4,7,4,5,6,0,6,1,0,5,7,5,0,4,6,5,0,0,5,3,8,0,11,5,0,8,0,5,5,10,8,10,1,10,6,5,0,3,7,6,9
10,patriot,0,6,2,6,0,8,0,8,0,0,5,0,0,0,0,0,6,5,10,3,0,0,0,10,0,0,7,6,8,5,10,6,5,8,0,0,0,11,11,8,6,0,0,7,4,7,3,6,12,12,0,0,3,0,0,0,0,0,4,0,0,9,6,0,6,0,9,7,7,12,0,11,8,4,0,7,6,0,0,4
11,flag,0,7,0,11,8,0,9,5,1,0,6,0,9,0,0,7,8,11,9,0,0,7,0,0,11,13,0,8,0,6,11,0,0,10,0,0,10,5,9,0,8,2,0,4,3,8,4,0,13,6,0,1,0,1,0,1,0,10,9,0,0,10,0,3,5,11,10,0,5,2,0,10,0,5,10,6,5,0,0,12
12,foreigner,7,0,7,13,0,1,2,3,2,4,9,0,4,0,6,11,3,6,3,4,1,0,5,6,0,1,5,0,4,9,8,4,1,2,0,1,6,9,2,10,1,10,4,0,5,12,0,0,9,3,7,0,5,2,2,2,4,11,6,3,8,4,7,8,4,8,0,3,0,5,0,7,5,8,0,3,8,5,0,6
13,France,4,1,5,4,2,2,3,4,5,2,8,2,0,4,0,3,1,8,2,6,2,1,9,7,4,2,3,11,3,11,3,0,6,3,2,0,0,10,0,6,2,6,1,1,7,4,5,0,2,4,3,0,6,3,3,3,0,3,7,5,5,1,8,2,3,10,8,4,3,1,7,5,2,0,7,9,9,0,8,0
14,immigrant,2,2,0,2,1,14,4,1,3,0,11,3,5,2,5,1,2,1,1,0,3,2,3,5,6,3,1,10,2,8,2,2,8,1,3,3,5,6,1,9,3,7,2,2,8,1,7,1,3,5,2,3,7,4,4,0,2,0,1,7,7,2,10,10,2,2,7,2,2,4,9,6,3,0,8,4,0,0,9,2
15,member,1,3,1,1,3,6,1,2,4,6,7,1,1,1,0,2,0,2,0,1,4,3,4,0,0,4,2,1,6,0,1,3,7,4,0,4,9,7,4,1,4,3,3,3,1,2,0,2,1,1,1,4,8,5,0,4,3,2,2,4,0,3,9,1,1,1,0,1,1,0,0,8,4,0,0,5,0,0,0,3
othr,,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
CL,butterfly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,moth,0,6,3,0,6,5,6,0,11,10,9,5,0,6,6,7,5,13,4,2,8,0,6,1,7,11,4,9,2,1,5,1,3,0,5,7,0,4,0,9,7,4,8,0,5,6,9,4,8,1,6,5,1,7,0,7,0,6,1,1,1,6,2,4,0,3,7,8,6,1,6,1,3,6,3,1,6,7,1,10
2,insect,1,9,5,9,7,7,12,6,12,0,11,0,6,0,8,8,8,12,0,3,10,1,8,2,5,10,3,10,6,2,4,2,2,5,4,10,7,5,2,10,9,0,9,10,6,7,8,5,9,0,13,8,4,8,1,8,8,7,6,3,2,8,3,5,3,0,8,7,8,4,0,6,4,7,0,2,7,10,2,4
3,wing,8,0,10,13,9,8,7,7,13,8,8,0,7,0,7,9,6,11,8,1,9,0,0,5,9,13,0,7,8,3,0,0,9,0,1,0,8,11,3,0,11,8,10,9,8,8,0,0,0,0,7,9,3,10,3,0,0,0,0,2,0,7,1,6,5,5,0,9,0,2,8,3,0,13,4,9,8,0,0,11
4,bird,0,5,11,12,8,10,5,0,6,9,10,6,8,0,10,10,7,9,0,0,7,0,0,9,10,8,5,6,3,4,8,6,11,8,3,0,0,12,4,8,10,9,7,7,9,9,10,0,0,6,5,11,6,0,0,5,6,10,0,4,11,0,7,7,7,8,4,11,0,3,5,4,0,10,6,0,9,0,0,2
5,fly,0,0,4,11,11,6,9,0,7,0,0,7,9,8,9,11,10,10,7,0,0,5,9,0,11,14,0,8,10,5,0,0,6,9,2,0,0,13,0,0,8,7,11,0,0,0,12,0,0,7,4,10,2,0,2,6,7,0,0,7,9,10,8,0,6,7,5,10,0,0,7,5,8,0,5,8,0,0,3,3
6,yellow,9,4,0,1,1,2,4,8,9,4,6,0,4,0,4,3,12,8,5,0,0,0,3,8,8,9,12,0,4,6,7,0,10,7,9,0,6,14,7,7,0,6,6,6,0,4,11,0,6,4,8,0,10,6,0,0,0,11,9,6,10,11,9,8,8,6,6,6,5,9,9,2,2,9,7,10,10,4,5,12
7,net,0,10,0,6,0,3,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,12,0,7,0,0,0,6,11,0,0,0,6,6,0,11,12,0,0,5,6,0,0,0,10,6,5,9,0,0,0,9,0,0,5,12,10,9,10,0,0,0,0,12,2,10,0,0,10,0,0,11,0,0
8,flower,0,0,8,0,0,0,0,9,0,6,12,0,0,0,5,0,0,6,0,0,0,0,4,0,0,12,7,0,0,0,6,0,7,0,8,8,5,8,0,0,0,0,0,8,0,11,7,0,4,0,9,7,13,0,0,2,4,0,8,0,4,15,0,0,0,4,0,0,4,11,10,12,0,3,0,11,2,5,8,8
9,bug,0,3,0,8,0,12,0,0,1,0,0,0,0,0,0,0,9,14,0,0,0,0,0,10,0,7,0,0,0,0,9,0,1,0,0,6,0,6,10,0,0,0,0,0,0,10,0,0,10,0,0,12,0,0,0,0,0,8,5,0,3,14,0,0,0,0,0,0,0,0,0,7,0,0,0,3,11,8,0,0
10,cocoon,6,7,6,7,5,4,11,3,10,5,1,2,0,7,11,6,13,7,3,5,6,2,7,4,6,6,10,5,7,8,3,0,5,10,6,0,0,7,9,0,6,5,5,0,3,0,0,0,7,5,12,0,0,0,8,0,0,12,2,0,0,13,4,10,4,0,10,5,7,0,4,15,6,0,11,4,12,6,6,5
11,summer,4,8,9,3,10,11,10,4,2,7,5,0,2,5,0,12,2,1,10,0,2,0,5,6,2,5,9,4,5,9,2,0,4,11,0,4,9,9,8,3,1,10,4,1,4,3,1,0,5,8,11,0,9,1,4,1,3,1,10,10,0,4,5,11,11,0,9,3,2,7,0,9,1,12,9,0,3,3,4,6
12,color,7,0,0,10,0,0,0,10,4,0,7,0,3,4,0,4,11,2,9,0,3,0,0,7,0,4,11,0,0,12,10,5,0,2,0,5,4,10,0,4,2,0,0,2,10,0,2,0,0,0,0,0,11,2,0,3,0,2,0,5,0,5,0,0,0,0,0,0,10,10,0,8,0,5,8,0,0,0,0,7
13,bee,2,0,1,2,2,1,3,5,0,1,4,3,5,1,3,5,1,3,6,6,4,3,2,3,4,3,8,1,1,0,0,4,12,1,7,3,3,1,0,5,3,2,3,3,7,0,3,1,1,2,3,4,12,3,6,4,0,3,7,0,6,1,6,3,0,0,1,4,3,8,0,11,7,4,12,7,1,9,0,9
14,stomach,5,1,0,4,3,0,2,1,0,2,2,4,1,2,1,1,3,4,2,0,5,6,0,0,1,2,1,2,9,10,1,0,8,3,0,1,1,2,5,2,4,3,2,4,1,1,0,2,2,3,1,2,7,4,5,0,0,4,3,9,7,2,0,1,1,2,2,2,0,5,1,13,0,2,1,5,5,1,7,1
15,worm,3,2,2,5,4,0,1,2,5,3,3,1,0,3,2,2,4,5,1,4,1,7,1,0,3,1,2,3,0,11,0,3,0,4,10,2,0,3,0,1,5,1,1,5,2,2,5,3,3,0,2,1,8,5,7,0,1,5,4,8,8,3,0,2,2,1,3,1,1,6,3,14,5,1,2,6,4,2,0,0
othr,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CL,pen ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,0,0,0,0,0,0,0,0,6,4,0,0
1,pencil,0,0,11,5,7,7,7,7,5,3,12,2,1,0,4,9,8,8,1,5,5,5,0,1,10,10,5,3,4,1,5,1,1,4,6,5,6,5,7,5,9,2,6,0,5,7,6,5,10,6,5,3,1,9,1,0,0,4,6,1,1,7,1,11,5,0,5,4,2,1,1,3,0,1,1,1,2,8,1,0
2,write,0,0,5,9,8,8,8,11,6,0,13,4,0,6,3,8,0,9,2,0,0,0,7,2,8,11,6,4,0,2,8,2,2,5,8,4,8,8,6,6,8,3,5,0,6,8,7,0,11,0,6,4,2,10,0,0,0,0,7,2,0,8,2,12,10,0,0,9,3,2,2,4,0,0,0,2,0,9,2,0
3,fountain,0,8,7,7,0,11,0,8,7,7,0,7,6,0,8,5,12,0,0,0,7,0,0,3,7,5,7,7,5,0,7,0,3,9,5,10,0,6,4,0,10,10,7,5,0,0,13,0,5,0,10,5,0,8,5,0,5,0,0,9,9,9,6,13,7,0,7,6,5,3,6,6,5,3,4,0,0,6,3,8
4,leak,0,9,8,8,4,12,0,0,9,8,0,6,7,0,9,6,0,0,0,9,8,0,8,4,0,14,8,6,0,0,0,0,4,0,13,0,0,0,5,0,11,11,0,6,0,0,0,0,4,0,11,6,0,0,6,0,0,0,0,5,4,15,7,14,8,0,8,8,6,0,10,7,6,8,0,0,12,5,7,10
5,quill,0,0,9,0,5,9,4,10,0,0,9,3,0,0,0,4,0,10,0,0,9,0,0,11,6,9,0,9,0,0,3,0,10,11,14,0,0,0,0,0,13,0,8,7,7,11,8,0,9,0,0,0,6,7,0,0,0,6,8,4,7,5,9,9,0,0,9,10,0,11,7,9,8,0,2,9,5,0,5,9
6,felt,7,0,0,0,3,10,0,9,0,0,11,0,0,0,0,0,7,0,0,0,0,0,3,8,5,6,0,10,0,0,0,0,11,6,2,0,0,11,0,8,12,6,0,0,0,0,9,0,6,0,8,0,0,0,2,2,0,0,5,0,0,10,5,10,0,7,0,0,0,9,0,0,0,10,9,11,0,0,0,0
7,Bic,0,7,10,6,6,0,5,0,11,1,8,5,0,4,0,0,6,11,0,6,6,3,4,14,1,7,0,11,3,0,0,0,6,10,7,0,0,10,0,1,7,4,0,9,0,6,4,0,13,8,4,0,7,0,9,0,0,7,0,7,6,6,4,8,4,6,6,0,0,4,3,5,0,2,6,12,9,7,6,6
8,scribble,4,0,6,0,0,0,9,5,12,4,6,0,0,0,2,0,9,6,0,0,4,7,6,13,3,12,11,5,1,3,0,0,0,7,9,6,0,9,0,2,6,5,10,10,0,10,11,0,12,0,7,7,0,5,0,0,0,0,4,8,11,14,3,15,9,5,0,5,7,0,0,13,0,12,0,0,10,0,0,11
9,crayon,0,6,12,4,0,5,0,4,10,0,14,0,0,0,7,0,0,7,0,2,0,6,5,12,11,0,4,0,0,4,0,6,8,8,10,7,0,12,0,0,0,0,9,0,0,9,12,0,0,0,12,0,0,0,10,0,0,10,0,0,10,12,10,6,6,0,4,0,8,0,0,10,0,11,11,4,8,0,0,4
10,Cross,0,1,0,0,0,6,0,0,1,0,7,0,5,0,0,0,1,12,0,0,0,0,0,0,2,8,0,12,0,10,0,0,9,13,11,0,1,0,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,6,0,0,0,9,0,0,0,11,12,7,0,0,0,0,0,0,4,12,7,0,8,5,7,0,0,7
11,tip,6,2,0,2,9,0,11,0,2,0,1,0,0,0,1,0,10,1,3,4,0,0,0,9,0,13,0,0,0,9,0,0,0,1,3,8,2,7,0,4,1,13,0,11,0,5,10,0,7,7,9,0,0,4,3,1,1,8,0,0,0,13,11,5,0,0,0,0,0,6,0,8,9,7,0,10,11,10,8,0
12,marker,0,3,1,10,0,1,10,0,0,2,2,0,0,5,6,7,2,2,0,1,0,0,0,10,0,2,9,0,0,5,0,0,7,2,1,9,5,1,0,3,2,1,1,1,2,2,0,2,8,4,0,0,3,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,0,8,0,11,1,4,10,3,0,0,0,5
13,ink,1,4,2,0,0,2,1,3,3,0,3,0,2,1,0,2,3,3,6,8,1,4,0,5,4,1,2,8,7,6,4,5,0,3,4,3,4,2,1,0,3,9,2,2,4,1,1,3,2,1,2,2,4,1,7,0,4,1,1,3,3,4,0,2,2,3,2,2,10,10,5,0,2,5,3,8,3,3,4,2
14,cap,2,5,3,3,1,3,0,1,0,6,4,0,0,2,0,3,4,4,0,7,2,1,1,6,0,3,1,2,6,7,6,3,0,0,0,2,0,3,2,0,4,12,3,3,3,0,2,4,3,2,3,0,8,2,8,5,2,2,2,0,5,3,0,3,3,1,3,3,9,7,8,1,3,0,7,6,4,2,0,3
15,letter,3,0,4,1,2,4,3,2,4,5,5,1,3,3,0,1,5,5,4,3,3,2,2,7,9,4,3,1,2,8,1,4,5,0,12,1,3,4,3,0,5,7,4,4,1,3,3,1,1,3,1,1,5,3,4,3,3,3,3,6,2,1,8,1,1,2,1,1,1,5,9,2,4,0,12,7,1,1,9,1
othr,,1,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CL,lamp,0,0,0,4,0,0,0,7,6,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,10,0,0,0
1,light,0,9,10,9,8,9,9,0,0,0,4,5,7,0,3,7,5,8,4,0,1,0,7,4,1,6,6,0,1,1,9,1,3,10,1,7,0,0,1,7,9,10,7,6,4,2,4,0,8,0,4,7,1,6,1,1,0,6,6,6,1,9,7,0,5,4,5,12,2,1,0,6,1,12,1,1,0,5,1,9
2,shade,0,10,0,8,9,8,7,0,7,6,5,6,0,0,5,6,6,10,5,0,8,1,8,0,8,11,5,0,0,13,7,0,4,0,3,8,0,0,10,8,10,12,5,0,6,0,9,0,10,0,10,0,2,8,2,2,0,0,7,9,9,12,8,5,0,5,6,8,5,2,10,7,0,10,8,4,0,6,0,8
3,table,7,0,12,0,10,5,3,0,8,0,6,0,4,0,6,10,0,11,0,0,6,0,6,0,9,7,9,0,0,6,0,4,1,0,7,6,5,3,4,0,0,13,6,0,2,4,10,0,3,5,8,0,3,0,3,3,0,9,10,10,3,14,10,6,0,7,0,10,0,0,8,12,0,0,3,2,0,4,2,0
4,bulb,0,0,11,0,7,0,8,9,0,0,7,10,0,10,0,9,11,9,7,0,5,0,11,10,10,14,7,7,0,4,0,0,5,3,12,0,0,9,0,0,0,0,9,0,0,5,6,0,0,0,11,0,4,0,8,5,0,0,0,0,10,8,9,0,0,0,0,11,0,10,0,0,7,13,2,5,7,9,3,6
5,post,0,0,7,0,0,0,10,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,13,0,0,12,8,0,6,0,2,0,0,4,0,9,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,12,0,0,6,0,6,0,7,6,5,2,7,0,3,0,0,4,0
6,black,0,8,8,0,11,4,0,0,11,0,12,0,0,9,0,5,12,1,0,0,0,0,0,8,6,8,14,8,0,0,0,0,7,8,10,0,7,7,9,0,0,8,0,0,0,0,8,0,0,6,6,0,0,7,0,0,0,0,0,1,7,0,11,0,0,0,0,5,8,11,0,8,6,6,4,0,8,8,8,0
7,cord,0,0,0,0,12,6,0,0,9,0,13,7,0,8,0,0,8,14,0,0,0,0,9,9,0,9,0,0,0,0,0,0,13,9,0,0,0,0,8,0,0,9,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,13,14,0,0,0,0,9,11,0,1,10,3,8,5,0,9,11,0,0
8,desk,0,0,0,5,13,7,4,6,0,0,11,0,3,7,7,0,7,12,0,0,7,6,5,6,0,5,10,0,4,5,6,0,2,7,6,5,6,13,3,0,4,7,10,8,5,0,7,0,0,0,7,9,0,0,0,4,0,0,9,0,2,15,13,0,7,0,0,0,6,9,0,11,0,11,0,0,4,0,0,7
9,bright,0,2,0,10,0,0,12,0,0,0,15,0,6,0,0,4,0,0,0,0,0,0,0,0,11,0,8,0,0,2,0,0,12,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,8,0,8,7,0,2,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,10
10,lighter,4,3,6,7,6,0,5,8,0,5,14,9,0,0,4,0,4,2,9,6,0,0,0,5,2,13,0,0,5,0,2,0,0,0,4,0,9,8,5,1,0,2,8,7,0,3,5,6,0,4,0,0,8,0,0,0,4,8,5,0,0,6,1,1,6,0,0,0,0,3,2,3,0,9,0,8,5,0,0,5
11,read,5,4,1,0,1,0,11,5,1,0,9,0,0,1,0,0,9,3,6,4,9,0,0,0,0,12,12,3,6,9,0,0,0,4,11,4,0,14,6,2,6,1,1,1,0,0,0,1,7,3,12,3,6,1,4,0,5,1,4,4,4,3,2,0,0,0,8,0,1,0,3,9,0,1,0,9,0,1,0,11
12,on,8,5,2,3,2,3,0,4,2,1,0,8,0,2,0,8,0,4,2,5,0,0,1,11,0,4,1,4,0,8,0,0,0,0,5,0,0,0,0,3,7,3,2,2,3,0,0,2,6,0,13,0,9,2,5,0,0,2,0,0,5,4,3,7,1,0,1,2,9,0,0,0,0,2,0,0,0,10,0,3
13,bed,2,6,3,6,3,0,2,2,3,2,2,2,0,4,2,3,1,5,1,3,2,0,2,1,3,2,2,5,3,10,5,0,10,5,9,1,2,11,0,4,2,4,0,3,0,0,2,3,0,2,2,4,5,3,0,0,0,3,1,5,0,5,4,0,2,1,2,3,0,4,11,0,4,3,6,10,1,7,0,4
14,burn,3,7,4,2,4,1,6,3,4,3,1,3,0,3,0,1,2,6,8,2,3,4,3,2,7,3,3,9,0,0,4,0,11,2,0,2,3,0,0,5,1,5,3,4,0,0,1,4,1,0,3,1,0,4,7,0,2,4,2,2,0,1,5,0,3,2,3,4,0,5,4,1,0,4,0,7,2,2,6,1
15,stand,1,1,5,1,5,2,1,1,5,4,3,1,2,5,1,2,3,7,3,1,4,3,4,3,4,1,4,6,2,11,1,2,8,1,8,3,4,12,7,6,3,6,4,5,1,1,3,5,2,1,1,2,7,5,6,6,3,5,3,3,6,2,6,4,4,3,4,1,4,6,5,2,5,5,7,6,3,3,7,2
othr,,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,3,0,2,1,0,0,0,1,2,4,2,0,1,1,1,0,0,2,4,0,0,2,0,0,1,0,0,0,0,1,1,1,3,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,foot,1,9,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,10,0,0,0,0,0,7,0,1,0,4,9,10,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,4,7,3,0,0
1,shoe,0,6,11,6,10,10,14,6,7,0,11,0,0,5,4,8,5,8,2,0,6,0,4,4,2,15,4,7,11,8,10,4,1,5,2,0,2,1,4,0,10,1,9,10,4,7,0,0,7,6,4,4,1,10,1,6,0,7,0,4,1,8,1,6,6,0,0,0,0,1,7,2,0,6,10,1,4,10,1,8
2,hand,6,7,5,0,0,0,4,10,10,0,6,8,0,0,5,5,0,9,4,0,7,7,1,0,1,13,9,2,5,1,2,5,2,6,9,7,5,0,6,0,0,2,8,9,0,0,8,0,8,0,10,5,0,7,0,0,8,8,0,9,8,7,3,7,8,5,0,2,4,13,8,7,5,5,5,5,0,4,0,0
3,toe,0,0,9,3,8,12,7,9,8,0,7,10,0,4,6,6,8,13,3,0,0,5,6,0,3,14,6,0,2,4,8,3,7,8,1,2,1,2,7,8,0,3,7,8,6,5,6,0,6,0,5,10,0,8,0,0,7,0,0,0,2,6,2,8,7,0,0,4,7,12,9,9,6,0,7,0,0,0,3,6
4,kick,8,0,8,7,11,13,8,5,11,0,8,4,9,8,3,10,0,11,9,0,5,4,0,7,0,10,0,5,10,0,11,0,4,9,5,6,0,5,12,9,8,4,10,11,3,10,10,5,5,4,6,9,0,9,4,0,0,10,9,6,0,14,4,9,0,2,0,7,0,7,0,14,7,8,0,8,8,8,4,0
5,sandals,11,5,0,4,0,7,16,7,0,0,0,6,0,6,9,9,0,10,11,0,9,0,0,5,0,11,7,11,0,9,12,0,10,10,4,0,11,11,0,5,7,5,0,0,0,8,0,0,0,0,11,7,0,0,2,0,6,9,0,0,0,0,0,0,5,0,0,5,0,2,0,3,4,9,13,2,5,9,5,12
6,soccer,9,0,7,2,7,6,9,4,5,4,9,5,2,7,7,11,6,12,7,3,10,0,9,8,8,5,11,4,9,5,4,8,3,1,12,9,4,7,3,6,11,0,5,0,0,9,5,4,4,5,7,8,4,11,9,0,9,11,4,5,4,11,5,10,4,3,6,10,6,10,5,11,0,10,11,3,3,7,6,9
7,yard,10,11,1,0,4,0,10,11,4,0,10,0,5,9,8,12,7,14,6,4,8,8,10,12,7,9,10,0,1,6,0,0,5,0,6,10,0,8,10,1,9,7,6,0,0,0,9,0,9,0,0,0,7,12,10,1,0,12,0,0,5,12,6,11,0,0,0,9,9,8,6,12,0,11,0,0,11,0,0,10
8,step,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,6,0,0,6,0,0,0,0,2,0,12,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,2,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,11
